id,service_recordid,taxonomy_recordid,taxonomy_id,taxonomy_detail
14542,4458,14542,YB-9500.1500-630,
14543,4459,14543,YB-9500.1500-630,
14544,2654,14544,YB-9500.1500-630,
14545,2847,14545,YB-9500.1500-630,
14546,4902,14546,YB-9500.1500-630,
14547,4916,14547,YB-9500.1500-630,
14548,4971,14548,YB-9500.1500-630,
14549,4971,14549,YB-9500.1500-630,
14550,4971,14550,YB-9500.1500-630,
14551,4971,14551,YB-9500.1500-630,
14552,4971,14552,YB-9500.1500-630,
14553,4971,14553,YB-9500.1500-630,
14554,5038,14554,YB-9500.1500-630,
14555,5038,14555,YB-9500.1500-630,
14556,5038,14556,YB-9500.1500-630,
14557,5041,14557,YB-9500.1500-630,
14558,5041,14558,YB-9500.1500-630,
14559,5041,14559,YB-9500.1500-630,
14560,5059,14560,YB-9500.1500-630,
14561,5073,14561,YB-9500.1500-630,
14562,5085,14562,YB-9500.1500-630,
14563,5085,14563,YB-9500.1500-630,
14564,5214,14564,YB-9500.1500-630,
14565,5234,14565,YB-9500.1500-630,
14566,5234,14566,YB-9500.1500-630,
14567,5234,14567,YB-9500.1500-630,
14568,5349,14568,YB-9500.1500-630,
14569,5349,14569,YB-9500.1500-630,
14570,5367,14570,YB-9500.1500-630,
14571,5367,14571,YB-9500.1500-630,
14572,5369,14572,YB-9500.1500-630,
14573,5369,14573,YB-9500.1500-630,
14574,5388,14574,YB-9500.1500-630,
14575,2715,14575,YB-9500.1500-630,
14576,2715,14576,YB-9500.1500-630,
14577,5528,14577,YB-9500.1500-630,
14578,5570,14578,YB-9500.1500-630,
14579,5573,14579,YB-9500.1500-630,
14580,5574,14580,YB-9500.1500-630,
14581,5575,14581,YB-9500.1500-630,
14582,5577,14582,YB-9500.1500-630,
14583,5578,14583,YB-9500.1500-630,
14584,5581,14584,YB-9500.1500-630,
14585,5590,14585,YB-9500.1500-630,
14586,5595,14586,YB-9500.1500-630,
14587,5596,14587,YB-9500.1500-630,
14588,5609,14588,YB-9500.1500-630,
14589,5634,14589,YB-9500.1500-630,
14590,5641,14590,YB-9500.1500-630,
14591,936,14591,YB-9500.1500-630,
14592,5787,14592,YB-9500.1500-630,
14593,5800,14593,YB-9500.1500-630,
14594,2776,14594,YB-9500.1500-630,
14595,5991,14595,YB-9500.1500-630,
14596,5992,14596,YB-9500.1500-630,
14597,5992,14597,YB-9500.1500-630,
14598,5993,14598,YB-9500.1500-630,
14599,5993,14599,YB-9500.1500-630,
14600,5994,14600,YB-9500.1500-630,
14601,5994,14601,YB-9500.1500-630,
14602,6065,14602,YB-9500.1500-630,
14603,6065,14603,YB-9500.1500-630,
14604,4873,14604,YB-9500.1500-630,
14605,4871,14605,YB-9500.1500-630,
14606,4871,14606,YB-9500.1500-630,
14607,4871,14607,YB-9500.1500-630,
14608,5634,14608,YB-9500.1500-630,
14609,935,14609,YB-9500.1500-630,
14610,4472,14610,YB-9500.1500-630,
14611,5643,14611,YB-9500.1500-630,
14612,5646,14612,YB-9500.1500-630,
14613,4916,14613,YB-9500.1500-630,
14614,2553,14614,YB-9500.1500-630,
14615,4214,14615,YB-9500.1500-630,
14616,6095,14616,YB-9500.1500-630,
14617,6096,14617,YB-9500.1500-630,
14618,6099,14618,YB-9500.1500-630,
14619,2914,14619,YB-9500.1500-630,
14620,2915,14620,YB-9500.1500-630,
14621,2021,14621,YB-9500.1500-630,
14622,5591,14622,YB-9500.1500-630,
14623,2589,14623,YB-9500.1500-630,
14624,3336,14624,YB-9500.1500-630,
14625,3336,14625,YB-9500.1500-630,
14626,955,14626,YB-9500.1500-630,
14627,956,14627,YB-9500.1500-630,
14628,2902,14628,YB-9500.1500-630,
14629,2672,14629,YB-9500.1500-630,
14630,2416,14630,YB-9500.1500-630,
14631,2583,14631,YB-9500.1500-630,
14632,607,14632,YB-9500.1500-630,
14633,606,14633,YB-9500.1500-630,
14634,875,14634,YB-9500.1500-630,
14635,2782,14635,YB-9500.1500-630,
14636,2556,14636,YB-9500.1500-630,
14637,2558,14637,YB-9500.1500-630,
14638,4104,14638,YB-9500.1500-630,
14639,2555,14639,YB-9500.1500-630,
14640,4454,14640,YB-9500.1500-630,
14641,2884,14641,YB-9500.1500-630,
14642,4918,14642,YB-9500.1500-630,
14643,2878,14643,YB-9500.1500-630,
14644,2582,14644,YB-9500.1500-630,
14645,4459,14645,YB-9500.1500-630,
14646,3990,14646,YB-9500.1500-630,
14647,4267,14647,YB-9500.1500-630,
14648,4421,14648,YB-9500.1500-630,
14649,2436,14649,YB-9500.1500-630,
14650,2454,14650,YB-9500.1500-630,
14651,22,14651,YB-9500.1500-630,
14652,2562,14652,YB-9500.1500-630,
14653,3941,14653,YB-9500.1500-630,
14654,348,14654,YB-9500.1500-630,
14655,2265,14655,YB-9500.1500-630,
14656,2127,14656,YB-9500.1500-630,
14657,4902,14657,YB-9500.1500-630,
14658,2403,14658,YB-9500.1500-630,
14659,2260,14659,YB-9500.1500-630,
14660,6224,14660,YB-9500.1500-630,
14661,2773,14661,YB-9500.1500-630,
14662,3037,14662,YB-9500.1500-630,
14663,595,14663,YB-9500.1500-630,
14664,4127,14664,YB-9500.1500-630,
14665,2559,14665,YB-9500.1500-630,
14666,2561,14666,YB-9500.1500-630,
14667,2570,14667,YB-9500.1500-630,
14668,2591,14668,YB-9500.1500-630,
14669,2588,14669,YB-9500.1500-630,
14670,2564,14670,YB-9500.1500-630,
14671,2587,14671,YB-9500.1500-630,
14672,2584,14672,YB-9500.1500-630,
14673,2580,14673,YB-9500.1500-630,
14674,2575,14674,YB-9500.1500-630,
14675,2577,14675,YB-9500.1500-630,
14676,4458,14676,YB-9500.1500-630,
14677,2568,14677,YB-9500.1500-630,
14678,4089,14678,YB-9500.1500-630,
14679,5369,14679,YB-9500.1500-630,
14680,2294,14680,YB-9500.1500-630,
14681,2719,14681,YB-9500.1500-630,
14682,4167,14682,YB-9500.1500-630,
14683,3448,14683,YB-9500.1500-630,
14684,991,14684,YB-9500.1500-630,
14685,566,14685,YB-9500.1500-630,
14686,6268,14686,YB-9500.1500-630,
14687,6341,14687,YB-9500.1500-630,
14688,6341,14688,YB-9500.1500-630,
14689,6353,14689,YB-9500.1500-630,
14690,6353,14690,YB-9500.1500-630,
14691,6373,14691,YB-9500.1500-630,
14692,2431,14692,YB-9500.1500-630,
14693,6374,14693,YB-9500.1500-630,
14694,6377,14694,YB-9500.1500-630,
14695,5804,14695,YB-9500.1500-630,
14696,6383,14696,YB-9500.1500-630,
14697,6404,14697,YB-9500.1500-630,
14698,6439,14698,YB-9500.1500-630,
14699,6453,14699,YB-9500.1500-630,
14700,6458,14700,YB-9500.1500-630,
14701,2403,14701,YB-9500.1500-630,
14702,6473,14702,YB-9500.1500-630,
14703,6473,14703,YB-9500.1500-630,
14704,6478,14704,YB-9500.1500-630,
14705,6478,14705,YB-9500.1500-630,
14706,2561,14706,YB-9500.1500-630,
14707,4103,14707,YB-9500.1500-630,
14708,4103,14708,YB-9500.1500-630,
14709,2573,14709,YB-9500.1500-630,
14710,2573,14710,YB-9500.1500-630,
14711,6495,14711,YB-9500.1500-630,
14712,6498,14712,YB-9500.1500-630,
14713,6499,14713,YB-9500.1500-630,
14714,6511,14714,YB-9500.1500-630,
14715,5041,14715,YB-9500.1500-630,
14716,2022,14716,YB-9500.1500-630,
14717,4256,14717,YB-9500.1500-630,
14718,6566,14718,YB-9500.1500-630,
14719,6567,14719,YB-9500.1500-630,
14720,6749,14720,YB-9500.1500-630,
14721,2524,14721,YB-9500.1500-630,
14722,5357,14722,YB-9500.1500-630,
14723,34,14723,YB-9500.1500-630,
14724,34,14724,YB-9500.1500-630,
14725,34,14725,YB-9500.1500-630,
14726,6814,14726,YB-9500.1500-630,
14727,6814,14727,YB-9500.1500-630,
14728,152,14728,YB-9500.1500-630,
14729,5147,14729,YB-9500.1500-630,
14730,3087,14730,YB-9500.1500-630,
14731,3087,14731,YB-9500.1500-630,
14732,3087,14732,YB-9500.1500-630,
14733,2859,14733,YB-9500.1500-630,
14734,2860,14734,YB-9500.1500-630,
14735,2858,14735,YB-9500.1500-630,
14736,2861,14736,YB-9500.1500-630,
14737,6956,14737,YB-9500.1500-630,
14738,6966,14738,YB-9500.1500-630,
14739,6966,14739,YB-9500.1500-630,
14740,6983,14740,YB-9500.1500-630,
14741,2539,14741,YB-9500.1500-630,
14742,7031,14742,YB-9500.1500-630,
14743,7031,14743,YB-9500.1500-630,
14744,7031,14744,YB-9500.1500-630,
14745,7031,14745,YB-9500.1500-630,
14746,5548,14746,YB-9500.1500-630,
14747,2351,14747,YB-9500.1500-630,
14748,2352,14748,YB-9500.1500-630,
14749,1296,14749,YB-9500.1500-630,
14750,1595,14750,YB-9500.1500-630,
14751,3611,14751,YB-9500.1500-630,
14752,604,14752,YB-9500.1500-630,
14753,6966,14753,YB-9500.1500-630,
14754,6966,14754,YB-9500.1500-630,
14755,6966,14755,YB-9500.1500-630,
14756,6966,14756,YB-9500.1500-630,
14757,6219,14757,YB-9500.1500-630,
14758,3348,14758,YB-9500.1500-630,
14759,6473,14759,YB-9500.1500-630,
14760,1342,14760,YB-9500.1500-630,
14761,5648,14761,YB-9500.1500-630,
14762,6065,14762,YB-9500.1500-630,
14763,6065,14763,YB-9500.1500-630,
14764,7203,14764,YB-9500.1500-630,
14765,7203,14765,YB-9500.1500-630,
14766,6341,14766,YB-9500.1500-630,
14767,2733,14767,YB-9500.1500-630,
14768,7217,14768,YB-9500.1500-630,
14769,7217,14769,YB-9500.1500-630,
14770,7217,14770,YB-9500.1500-630,
14771,5456,14771,YB-9500.1500-630,
14772,6495,14772,YB-9500.1500-630,
14773,944,14773,YB-9500.1500-630,
14774,3156,14774,YB-9500.1500-630,
14775,5057,14775,YB-9500.1500-630,
14776,5057,14776,YB-9500.1500-630,
14777,5057,14777,YB-9500.1500-630,
14778,5057,14778,YB-9500.1500-630,
14779,7234,14779,YB-9500.1500-630,
14780,7234,14780,YB-9500.1500-630,
14781,7217,14781,YB-9500.1500-630,
14782,7238,14782,YB-9500.1500-630,
14783,7238,14783,YB-9500.1500-630,
14784,7238,14784,YB-9500.1500-630,
14785,7238,14785,YB-9500.1500-630,
14786,7238,14786,YB-9500.1500-630,
14787,7239,14787,YB-9500.1500-630,
14788,7239,14788,YB-9500.1500-630,
14789,7239,14789,YB-9500.1500-630,
14790,8861,14790,YB-9500.1500-680,
14791,8863,14791,YB-9500.1500-680,
14792,8871,14792,YB-9500.1500-680,
14793,8872,14793,YB-9500.1500-680,
14794,8873,14794,YB-9500.1500-680,
14795,2035,14795,YB-9500.1500-680,
14796,2035,14796,YB-9500.1500-680,
14797,2035,14797,YB-9500.1500-680,
14798,2035,14798,YB-9500.1500-680,
14799,2035,14799,YB-9500.1500-680,
14800,2035,14800,YB-9500.1500-680,
14801,2035,14801,YB-9500.1500-680,
14802,8898,14802,YB-9500.1500-680,
14803,8899,14803,YB-9500.1500-680,
14804,8900,14804,YB-9500.1500-680,
14805,8900,14805,YB-9500.1500-680,
14806,8901,14806,YB-9500.1500-680,
14807,8901,14807,YB-9500.1500-680,
14808,8902,14808,YB-9500.1500-680,
14809,8902,14809,YB-9500.1500-680,
14810,3156,14810,YB-9500.1500-680,
14811,8917,14811,YB-9500.1500-680,
14812,8917,14812,YB-9500.1500-680,
14813,8917,14813,YB-9500.1500-680,
14814,8931,14814,YB-9500.1500-680,
14815,929,14815,YB-9500.1500-680,
14816,929,14816,YB-9500.1500-680,
14817,8935,14817,YB-9500.1500-680,
14818,8936,14818,YB-9500.1500-680,
14819,8936,14819,YB-9500.1500-680,
14820,8746,14820,YB-9500.1500-680,
14821,8959,14821,YB-9500.1500-680,
14822,8960,14822,YB-9500.1500-680,
14823,8970,14823,YB-9500.1500-680,
14824,8983,14824,YB-9500.1500-680,
14825,9019,14825,YB-9500.1500-680,
14826,9020,14826,YB-9500.1500-680,
14827,9021,14827,YB-9500.1500-680,
14828,9022,14828,YB-9500.1500-680,
14829,9024,14829,YB-9500.1500-680,
14830,9032,14830,YB-9500.1500-680,
14831,9036,14831,YB-9500.1500-680,
14832,9054,14832,YB-9500.1500-680,
14833,9034,14833,YB-9500.1500-680,
14834,9068,14834,YB-9500.1500-680,
14835,9068,14835,YB-9500.1500-680,
14836,9068,14836,YB-9500.1500-680,
14837,9068,14837,YB-9500.1500-680,
14838,3027,14838,YB-9500.1500-680,
14839,3027,14839,YB-9500.1500-680,
14840,3027,14840,YB-9500.1500-680,
14841,804,14841,YB-9500.1500-680,
14842,804,14842,YB-9500.1500-680,
14843,6486,14843,YB-9500.1500-680,
14844,9079,14844,YB-9500.1500-680,
14845,9079,14845,YB-9500.1500-680,
14846,9079,14846,YB-9500.1500-680,
14847,9079,14847,YB-9500.1500-680,
14848,9079,14848,YB-9500.1500-680,
14849,9079,14849,YB-9500.1500-680,
14850,9079,14850,YB-9500.1500-680,
14851,9081,14851,YB-9500.1500-680,
14852,9088,14852,YB-9500.1500-680,
14853,9093,14853,YB-9500.1500-680,
14854,9093,14854,YB-9500.1500-680,
14855,9093,14855,YB-9500.1500-680,
14856,9097,14856,YB-9500.1500-680,
14857,9097,14857,YB-9500.1500-680,
14858,9098,14858,YB-9500.1500-680,
14859,9098,14859,YB-9500.1500-680,
14860,9099,14860,YB-9500.1500-680,
14861,9099,14861,YB-9500.1500-680,
14862,9103,14862,YB-9500.1500-680,
14863,9103,14863,YB-9500.1500-680,
14864,9103,14864,YB-9500.1500-680,
14865,9104,14865,YB-9500.1500-680,
14866,9104,14866,YB-9500.1500-680,
14867,9104,14867,YB-9500.1500-680,
14868,2566,14868,YB-9500.1500-680,
14869,1365,14869,YB-9500.1500-680,
14870,788,14870,YB-9500.1500-680,
14871,4292,14871,YB-9500.1500-680,
14872,6236,14872,YB-9500.1500-680,
14873,9170,14873,YB-9500.1500-680,
14874,9170,14874,YB-9500.1500-680,
14875,9170,14875,YB-9500.1500-680,
14876,9172,14876,YB-9500.1500-680,
14877,9173,14877,YB-9500.1500-680,
14878,9174,14878,YB-9500.1500-680,
14879,9175,14879,YB-9500.1500-680,
14880,9139,14880,YB-9500.1500-680,
14881,9177,14881,YB-9500.1500-680,
14882,9185,14882,YB-9500.1500-680,
14883,8746,14883,YB-9500.1800,
14884,9093,14884,YB-9500.1800,
14885,9093,14885,YB-9500.1800,
14886,9093,14886,YB-9500.1800,
14887,1365,14887,YB-9500.1800,
14888,788,14888,YB-9500.1800,
14889,4292,14889,YB-9500.1800,
14890,6236,14890,YB-9500.1800,
14891,1344,14891,YB-9500.3300,
14892,1461,14892,YB-9500.3300,
14893,1461,14893,YB-9500.3300,
14894,1461,14894,YB-9500.3300,
14895,2960,14895,YB-9500.3300,
14896,4091,14896,YB-9500.3300,
14897,6055,14897,YB-9500.3300,
14898,4258,14898,YB-9500.3300,
14899,2963,14899,YB-9500.3300,
14900,6805,14900,YB-9500.3300,
14901,4091,14901,YB-9500.3300,
14902,6055,14902,YB-9500.3300,
14903,7204,14903,YB-9500.3300,
14904,8248,14904,YB-9500.3300,
14905,8777,14905,YB-9500.3300,
14906,8666,14906,YB-9500.3300,
14907,9093,14907,YB-9500.3300,
14908,9093,14908,YB-9500.3300,
14909,9093,14909,YB-9500.3300,
14910,1674,14910,YB-9500.3300,
14911,7000,14911,YB-9500.3300,
14912,6998,14912,YB-9500.3300,
14913,7002,14913,YB-9500.3300,
14914,1365,14914,YB-9500.3300,
14915,788,14915,YB-9500.3300,
14916,4292,14916,YB-9500.3300,
14917,6236,14917,YB-9500.3300,
14918,122,14918,YB-9500.3300-330,
14919,122,14919,YB-9500.3300-330,
14920,126,14920,YB-9500.3300-330,
14921,126,14921,YB-9500.3300-330,
14922,126,14922,YB-9500.3300-330,
14923,133,14923,YB-9500.3300-330,
14924,152,14924,YB-9500.3300-330,
14925,514,14925,YB-9500.3300-330,
14926,579,14926,YB-9500.3300-330,
14927,693,14927,YB-9500.3300-330,
14928,693,14928,YB-9500.3300-330,
14929,804,14929,YB-9500.3300-330,
14930,863,14930,YB-9500.3300-330,
14931,863,14931,YB-9500.3300-330,
14932,943,14932,YB-9500.3300-330,
14933,1342,14933,YB-9500.3300-330,
14934,1342,14934,YB-9500.3300-330,
14935,1344,14935,YB-9500.3300-330,
14936,1594,14936,YB-9500.3300-330,
14937,1669,14937,YB-9500.3300-330,
14938,1669,14938,YB-9500.3300-330,
14939,1669,14939,YB-9500.3300-330,
14940,1839,14940,YB-9500.3300-330,
14941,1842,14941,YB-9500.3300-330,
14942,1844,14942,YB-9500.3300-330,
14943,1845,14943,YB-9500.3300-330,
14944,1845,14944,YB-9500.3300-330,
14945,1998,14945,YB-9500.3300-330,
14946,2034,14946,YB-9500.3300-330,
14947,2034,14947,YB-9500.3300-330,
14948,2056,14948,YB-9500.3300-330,
14949,2236,14949,YB-9500.3300-330,
14950,2650,14950,YB-9500.3300-330,
14951,2654,14951,YB-9500.3300-330,
14952,2654,14952,YB-9500.3300-330,
14953,2669,14953,YB-9500.3300-330,
14954,2876,14954,YB-9500.3300-330,
14955,2880,14955,YB-9500.3300-330,
14956,3448,14956,YB-9500.3300-330,
14957,3673,14957,YB-9500.3300-330,
14958,3675,14958,YB-9500.3300-330,
14959,3678,14959,YB-9500.3300-330,
14960,3681,14960,YB-9500.3300-330,
14961,3979,14961,YB-9500.3300-330,
14962,3979,14962,YB-9500.3300-330,
14963,3979,14963,YB-9500.3300-330,
14964,3232,14964,YB-9500.3300-330,
14965,4037,14965,YB-9500.3300-330,
14966,4052,14966,YB-9500.3300-330,
14967,4042,14967,YB-9500.3300-330,
14968,4042,14968,YB-9500.3300-330,
14969,4042,14969,YB-9500.3300-330,
14970,2879,14970,YB-9500.3300-330,
14971,863,14971,YB-9500.3300-330,
14972,122,14972,YB-9500.3300-330,
14973,4258,14973,YB-9500.3300-330,
14974,911,14974,YB-9500.3300-330,
14975,911,14975,YB-9500.3300-330,
14976,911,14976,YB-9500.3300-330,
14977,4345,14977,YB-9500.3300-330,
14978,4418,14978,YB-9500.3300-330,
14979,4418,14979,YB-9500.3300-330,
14980,4418,14980,YB-9500.3300-330,
14981,4418,14981,YB-9500.3300-330,
14982,4418,14982,YB-9500.3300-330,
14983,4418,14983,YB-9500.3300-330,
14984,4418,14984,YB-9500.3300-330,
14985,4418,14985,YB-9500.3300-330,
14986,4418,14986,YB-9500.3300-330,
14987,4971,14987,YB-9500.3300-330,
14988,4971,14988,YB-9500.3300-330,
14989,4971,14989,YB-9500.3300-330,
14990,4971,14990,YB-9500.3300-330,
14991,4971,14991,YB-9500.3300-330,
14992,4971,14992,YB-9500.3300-330,
14993,5031,14993,YB-9500.3300-330,
14994,5031,14994,YB-9500.3300-330,
14995,5073,14995,YB-9500.3300-330,
14996,5214,14996,YB-9500.3300-330,
14997,5641,14997,YB-9500.3300-330,
14998,6071,14998,YB-9500.3300-330,
14999,4873,14999,YB-9500.3300-330,
15000,2669,15000,YB-9500.3300-330,
15001,4166,15001,YB-9500.3300-330,
15002,5655,15002,YB-9500.3300-330,
15003,5652,15003,YB-9500.3300-330,
15004,2236,15004,YB-9500.3300-330,
15005,2826,15005,YB-9500.3300-330,
15006,2827,15006,YB-9500.3300-330,
15007,6224,15007,YB-9500.3300-330,
15008,3448,15008,YB-9500.3300-330,
15009,566,15009,YB-9500.3300-330,
15010,6268,15010,YB-9500.3300-330,
15011,6329,15011,YB-9500.3300-330,
15012,4258,15012,YB-9500.3300-330,
15013,6453,15013,YB-9500.3300-330,
15014,6329,15014,YB-9500.3300-330,
15015,5186,15015,YB-9500.3300-330,
15016,6702,15016,YB-9500.3300-330,
15017,6718,15017,YB-9500.3300-330,
15018,6718,15018,YB-9500.3300-330,
15019,5357,15019,YB-9500.3300-330,
15020,34,15020,YB-9500.3300-330,
15021,34,15021,YB-9500.3300-330,
15022,34,15022,YB-9500.3300-330,
15023,152,15023,YB-9500.3300-330,
15024,5147,15024,YB-9500.3300-330,
15025,6953,15025,YB-9500.3300-330,
15026,6953,15026,YB-9500.3300-330,
15027,6953,15027,YB-9500.3300-330,
15028,6956,15028,YB-9500.3300-330,
15029,6966,15029,YB-9500.3300-330,
15030,6966,15030,YB-9500.3300-330,
15031,3145,15031,YB-9500.3300-330,
15032,2650,15032,YB-9500.3300-330,
15033,1296,15033,YB-9500.3300-330,
15034,1594,15034,YB-9500.3300-330,
15035,602,15035,YB-9500.3300-330,
15036,6966,15036,YB-9500.3300-330,
15037,6966,15037,YB-9500.3300-330,
15038,6966,15038,YB-9500.3300-330,
15039,6966,15039,YB-9500.3300-330,
15040,7106,15040,YB-9500.3300-330,
15041,7106,15041,YB-9500.3300-330,
15042,7106,15042,YB-9500.3300-330,
15043,7106,15043,YB-9500.3300-330,
15044,7106,15044,YB-9500.3300-330,
15045,7107,15045,YB-9500.3300-330,
15046,7107,15046,YB-9500.3300-330,
15047,7107,15047,YB-9500.3300-330,
15048,7107,15048,YB-9500.3300-330,
15049,7107,15049,YB-9500.3300-330,
15050,7108,15050,YB-9500.3300-330,
15051,7108,15051,YB-9500.3300-330,
15052,7108,15052,YB-9500.3300-330,
15053,7108,15053,YB-9500.3300-330,
15054,7108,15054,YB-9500.3300-330,
15055,7109,15055,YB-9500.3300-330,
15056,7109,15056,YB-9500.3300-330,
15057,7109,15057,YB-9500.3300-330,
15058,7109,15058,YB-9500.3300-330,
15059,7110,15059,YB-9500.3300-330,
15060,7110,15060,YB-9500.3300-330,
15061,7110,15061,YB-9500.3300-330,
15062,7110,15062,YB-9500.3300-330,
15063,7111,15063,YB-9500.3300-330,
15064,7111,15064,YB-9500.3300-330,
15065,7111,15065,YB-9500.3300-330,
15066,7111,15066,YB-9500.3300-330,
15067,173,15067,YB-9500.3300-330,
15068,172,15068,YB-9500.3300-330,
15069,175,15069,YB-9500.3300-330,
15070,171,15070,YB-9500.3300-330,
15071,176,15071,YB-9500.3300-330,
15072,174,15072,YB-9500.3300-330,
15073,3348,15073,YB-9500.3300-330,
15074,1342,15074,YB-9500.3300-330,
15075,7203,15075,YB-9500.3300-330,
15076,7203,15076,YB-9500.3300-330,
15077,7111,15077,YB-9500.3300-330,
15078,7110,15078,YB-9500.3300-330,
15079,7108,15079,YB-9500.3300-330,
15080,7108,15080,YB-9500.3300-330,
15081,7111,15081,YB-9500.3300-330,
15082,7110,15082,YB-9500.3300-330,
15083,7107,15083,YB-9500.3300-330,
15084,7107,15084,YB-9500.3300-330,
15085,7109,15085,YB-9500.3300-330,
15086,7109,15086,YB-9500.3300-330,
15087,863,15087,YB-9500.3300-330,
15088,7243,15088,YB-9500.3300-330,
15089,7243,15089,YB-9500.3300-330,
15090,7243,15090,YB-9500.3300-330,
15091,7243,15091,YB-9500.3300-330,
15092,7243,15092,YB-9500.3300-330,
15093,3543,15093,YB-9500.3300-330,
15094,7260,15094,YB-9500.3300-330,
15095,7261,15095,YB-9500.3300-330,
15096,5866,15096,YB-9500.3300-330,
15097,5866,15097,YB-9500.3300-330,
15098,5073,15098,YB-9500.3300-330,
15099,6452,15099,YB-9500.3300-330,
15100,7000,15100,YB-9500.3300-330,
15101,6998,15101,YB-9500.3300-330,
15102,6999,15102,YB-9500.3300-330,
15103,7313,15103,YB-9500.3300-330,
15104,2876,15104,YB-9500.3300-330,
15105,2876,15105,YB-9500.3300-330,
15106,6071,15106,YB-9500.3300-330,
15107,6071,15107,YB-9500.3300-330,
15108,2034,15108,YB-9500.3300-330,
15109,2034,15109,YB-9500.3300-330,
15110,2034,15110,YB-9500.3300-330,
15111,2034,15111,YB-9500.3300-330,
15112,2034,15112,YB-9500.3300-330,
15113,2034,15113,YB-9500.3300-330,
15114,2034,15114,YB-9500.3300-330,
15115,2034,15115,YB-9500.3300-330,
15116,2034,15116,YB-9500.3300-330,
15117,2034,15117,YB-9500.3300-330,
15118,2034,15118,YB-9500.3300-330,
15119,2034,15119,YB-9500.3300-330,
15120,911,15120,YB-9500.3300-330,
15121,911,15121,YB-9500.3300-330,
15122,911,15122,YB-9500.3300-330,
15123,911,15123,YB-9500.3300-330,
15124,911,15124,YB-9500.3300-330,
15125,911,15125,YB-9500.3300-330,
15126,911,15126,YB-9500.3300-330,
15127,911,15127,YB-9500.3300-330,
15128,911,15128,YB-9500.3300-330,
15129,911,15129,YB-9500.3300-330,
15130,911,15130,YB-9500.3300-330,
15131,911,15131,YB-9500.3300-330,
15132,911,15132,YB-9500.3300-330,
15133,911,15133,YB-9500.3300-330,
15134,2055,15134,YB-9500.3300-330,
15135,2055,15135,YB-9500.3300-330,
15136,2236,15136,YB-9500.3300-330,
15137,7249,15137,YB-9500.3300-330,
15138,126,15138,YB-9500.3300-330,
15139,126,15139,YB-9500.3300-330,
15140,126,15140,YB-9500.3300-330,
15141,126,15141,YB-9500.3300-330,
15142,126,15142,YB-9500.3300-330,
15143,126,15143,YB-9500.3300-330,
15144,4971,15144,YB-9500.3300-330,
15145,4971,15145,YB-9500.3300-330,
15146,4971,15146,YB-9500.3300-330,
15147,4971,15147,YB-9500.3300-330,
15148,4971,15148,YB-9500.3300-330,
15149,4971,15149,YB-9500.3300-330,
15150,133,15150,YB-9500.3300-330,
15151,4345,15151,YB-9500.3300-330,
15152,7446,15152,YB-9500.3300-330,
15153,7446,15153,YB-9500.3300-330,
15154,7447,15154,YB-9500.3300-330,
15155,7447,15155,YB-9500.3300-330,
15156,3681,15156,YB-9500.3300-330,
15157,3673,15157,YB-9500.3300-330,
15158,3678,15158,YB-9500.3300-330,
15159,958,15159,YB-9500.3300-330,
15160,957,15160,YB-9500.3300-330,
15161,7467,15161,YB-9500.3300-330,
15162,7467,15162,YB-9500.3300-330,
15163,693,15163,YB-9500.3300-330,
15164,693,15164,YB-9500.3300-330,
15165,693,15165,YB-9500.3300-330,
15166,693,15166,YB-9500.3300-330,
15167,693,15167,YB-9500.3300-330,
15168,693,15168,YB-9500.3300-330,
15169,693,15169,YB-9500.3300-330,
15170,693,15170,YB-9500.3300-330,
15171,693,15171,YB-9500.3300-330,
15172,7106,15172,YB-9500.3300-330,
15173,3348,15173,YB-9500.3300-330,
15174,3348,15174,YB-9500.3300-330,
15175,3348,15175,YB-9500.3300-330,
15176,3348,15176,YB-9500.3300-330,
15177,3348,15177,YB-9500.3300-330,
15178,3348,15178,YB-9500.3300-330,
15179,7541,15179,YB-9500.3300-330,
15180,7541,15180,YB-9500.3300-330,
15181,7541,15181,YB-9500.3300-330,
15182,7541,15182,YB-9500.3300-330,
15183,7541,15183,YB-9500.3300-330,
15184,7541,15184,YB-9500.3300-330,
15185,7541,15185,YB-9500.3300-330,
15186,1845,15186,YB-9500.3300-330,
15187,5186,15187,YB-9500.3300-330,
15188,5186,15188,YB-9500.3300-330,
15189,7587,15189,YB-9500.3300-330,
15190,7587,15190,YB-9500.3300-330,
15191,7587,15191,YB-9500.3300-330,
15192,7594,15192,YB-9500.3300-330,
15193,514,15193,YB-9500.3300-330,
15194,3983,15194,YB-9500.3300-330,
15195,515,15195,YB-9500.3300-330,
15196,4042,15196,YB-9500.3300-330,
15197,4042,15197,YB-9500.3300-330,
15198,4042,15198,YB-9500.3300-330,
15199,450,15199,YB-9500.3300-330,
15200,450,15200,YB-9500.3300-330,
15201,450,15201,YB-9500.3300-330,
15202,450,15202,YB-9500.3300-330,
15203,3577,15203,YB-9500.3300-330,
15204,2076,15204,YB-9500.3300-330,
15205,7155,15205,YB-9500.3300-330,
15206,7731,15206,YB-9500.3300-330,
15207,6915,15207,YB-9500.3300-330,
15208,6915,15208,YB-9500.3300-330,
15209,6915,15209,YB-9500.3300-330,
15210,6915,15210,YB-9500.3300-330,
15211,3790,15211,YB-9500.3300-330,
15212,3790,15212,YB-9500.3300-330,
15213,3790,15213,YB-9500.3300-330,
