id,service_recordid,taxonomy_recordid,taxonomy_id,taxonomy_detail
1,,1,J,
2,,2,N,
3,,3,TP-3350.1800-330,
4,,4,P,
5,1,5,PX,
6,17,6,PH-0320,
7,17,7,ND-9200.8000-800,
8,17,8,PH-3300.3000,
9,22,9,PL-6400.1500-820,
10,23,10,DM-2000,
11,23,11,ND-6500.9800,
12,23,12,PH-6200,
13,23,13,PS-9800,
14,23,14,PS-9800.9700,
15,25,15,LV-5700,
16,25,16,RD-1500,
17,25,17,RD-2500,
18,25,18,RD-6800.6500,
19,25,19,RF-3300,
20,25,20,RF-2000,
21,25,21,RF-2500,
22,25,22,RM-6500.6500,
23,30,23,FN-1900,
24,31,24,TJ-3000,
25,31,25,FT-3000.1750,
26,32,26,PH-6500.1500-140,
27,32,27,FJ-6700.8000,
28,34,28,FJ-6700.8000,
29,34,29,PH-6500.1500-140,
30,34,30,PH-6500.1500,
31,35,31,FT-3000.1600,
32,39,32,FT-3500.1500,
33,42,33,TJ-3000.8000,
34,42,34,PN-8100.0500-070,
35,45,35,JP-6500.6500,
36,46,36,DD-1500.3750,
37,46,37,DD-1500.1100,
38,47,38,DD-1500.4650,
39,47,39,FT-4500.4600,
40,48,40,DD-1500,
41,48,41,TJ-1550,
42,48,42,DD-2100.1000,
43,50,43,DD-1800,
44,50,44,TJ-6500.6300,
45,52,45,BH-7000.8100-800,
46,52,46,PX,
47,52,47,TB-7000.6000,
48,53,48,DD-1500,
49,53,49,DD-2100.1000,
50,53,50,DF-7000,
51,55,51,FP-0500.3300,
52,55,52,TJ-3000.8000,
53,58,53,RP-6400.8000-620,
54,58,54,HL-2000.3300,
55,58,55,RF-3300,
56,58,56,RF-2000,
57,58,57,RX-1750,
58,58,58,RP-5000.1500,
59,58,59,RF-1500,
60,58,60,RD-6800.6500,
61,58,61,RF-2500,
62,62,62,FN-1500.1550-600,
63,62,63,TD-1600,
64,62,64,FT-4500,
65,62,65,DD-1500.4150-450,
66,63,66,DD-1500.4150-450,
67,63,67,TD-1100.1400,
68,63,68,FN-1500.1550-600,
69,63,69,TD-1600,
70,63,70,TD-0300,
71,64,71,TD-1600,
72,64,72,FN-1500.1550-600,
73,64,73,FT-4500,
74,64,74,DD-1500.4150-450,
75,65,75,TD-1600,
76,65,76,FN-1500.1550-600,
77,65,77,DD-1500,
78,65,78,FT-4500,
79,66,79,TD-1600,
80,66,80,FN-1500.1550-600,
81,66,81,FT-4500,
82,66,82,DD-1500.4150-450,
83,67,83,DD-1500.4150-450,
84,67,84,TD-1600,
85,67,85,FN-1500.1550-600,
86,67,86,DD-1500,
87,68,87,FN-1500.1550-600,
88,68,88,TD-1600,
89,68,89,DD-1500.4150-450,
90,69,90,DD-1500.4150-450,
91,69,91,FN-1500.1550-600,
92,69,92,FT-4500,
93,69,93,TD-1600,
94,70,94,FN-1500.1550-600,
95,70,95,FT-4500,
96,70,96,TD-1600.6000,
97,70,97,DD-1500.4150-450,
98,72,98,DD-1500.4150-450,
99,72,99,FN-1500.1550-600,
100,72,100,TD-1600,
101,72,101,FT-4500,
102,73,102,TD-1600,
103,73,103,FN-1500.1550-600,
104,73,104,DD-1500,
105,73,105,FT-4500,
106,74,106,FN-1500.1550-600,
107,74,107,DD-1500,
108,74,108,TD-1600,
109,76,109,BH-3900.3050-180,
110,76,110,BH-7000.4600-450,
111,77,111,TC-5500.8000,
112,77,112,BD-5000.1500,
113,77,113,BD-5000.3500,
114,78,114,HD-1800.8000,
115,78,115,HD-1800.6500,
116,82,116,PH-1000,
117,85,117,PH-1000,
118,89,118,RP-1400.8000-070,
119,89,119,RX-8450.8000,
120,89,120,RX-0400.1850,
121,89,121,RP-1400.8000-675,
122,89,122,RF-2000,
123,89,123,PH-6100,
124,92,124,LF-4900.8000,
125,92,125,LF-4900.2400,
126,92,126,LF-4900.1550-150,
127,94,127,LF-4900.2400,
128,95,128,LH-2700.6000,
129,95,129,NL-1000.8100-820,
130,96,130,BD-1800.2000-640,
131,96,131,LH-2700.6000,
132,96,132,BD-5000.3500,
133,97,133,PH-1000,
134,98,134,PN-8100,
135,98,135,PX,
136,98,136,RX-8450.1150,
137,98,137,RP-1400.8000-100,
138,98,138,RD-3000.6750,
139,98,139,PH-1000.8500,
140,98,140,PH-1000.4500,
141,99,141,LT-1750.0500,
142,99,142,LT-3400.1500,
143,102,143,LT-3400.1500,
144,102,144,RX-8450.1150-150,
145,102,145,RX-8450.1150-180,
146,102,146,PH-1000,
147,102,147,LV-6000,
148,102,148,LV-1600,
149,102,149,LV-2400.6350,
150,102,150,LH-2700.0150,
151,102,151,RX-8450.8000,
152,102,152,LV-2600,
153,102,153,LF-4900.2000-900,
154,102,154,LF-4900.1670,
155,102,155,LV-6800,
156,102,156,LV-7200,
157,103,157,RX-8450.6600-600,
158,103,158,RX-8450.6600-650,
159,104,159,RX-8450.1150-150,
160,104,160,RX-8450.1150-180,
161,104,161,RX-8450.7000-700,
162,104,162,RX-8450.7000-750,
163,104,163,LV-3300,
164,104,164,LV-1800,
165,104,165,LV-6000.2550,
166,104,166,LV-7200,
167,104,167,LH-0600.6500-650,
168,104,168,BT-4500.6500-500,
169,104,169,LH-2700.0150,
170,104,170,LH-2700,
171,104,171,NL-5000.5000,
172,104,172,LV-6800,
173,104,173,LJ-2000,
174,104,174,LJ-5000.6600,
175,104,175,LF-5280.1500,
176,104,176,LT-3400.1500,
177,104,177,LN-1500,
178,104,178,LV-1600,
179,104,179,NL-6000.9500,
180,104,180,LJ-5000,
181,104,181,LJ-2000.1000,
182,104,182,LH-6600,
183,105,183,LH-6600,
184,105,184,LH-2700.6000,
185,105,185,LV-1600,
186,105,186,RX-8450.1150,
187,105,187,LN-1500,
188,105,188,LH-2700.0150,
189,105,189,LT-3400.1500,
190,105,190,RP-5000.6400,
191,105,191,RP-6400.2500,
192,105,192,BT-4500.6500-500,
193,105,193,PH-1000,
194,105,194,LF-5280.1500,
195,105,195,LV-6800,
196,107,196,RP-6400.2500,
197,107,197,RP-5000.6400,
198,107,198,BT-4500.6500-500,
199,107,199,PH-1000,
200,107,200,LV-6800,
201,107,201,LJ-5000.6600,
202,107,202,LF-4800,
203,107,203,LF-5280.1500,
204,107,204,LT-3400.1500,
205,107,205,LJ-2000,
206,107,206,LH-2700.6000,
207,107,207,LH-2700.0150,
208,107,208,NL-6000.9500,
209,107,209,LH-6600,
210,107,210,LJ-5000,
211,107,211,LV-1600,
212,107,212,LN-1500,
213,118,213,FN-1500.3600,
214,118,214,RP-1400.8000-050,
215,118,215,PH-2360.2400,
216,122,216,HL-3010.6500,
217,122,217,PH-6100.6800,
218,122,218,HH-4500.2000,
219,123,219,RP-6400.8000-600,
220,126,220,RF-2500,
221,126,221,RP-1400.8000-825,
222,126,222,RF-2000,
223,126,223,RF-3300,
224,126,224,RP-8000.6600,
225,126,225,RD-1000.1000,
226,126,226,RP-1400.8000-020.18,
227,126,227,RR-5150.5000-800,
228,126,228,TJ-6500.6300,
229,126,229,PH-1000,
230,126,230,RP-1400.8000-155,
231,127,231,PH-2360.2400,
232,127,232,PH-1000,
233,131,233,RF-2000,
234,131,234,RF-3300,
235,131,235,RP-6400.8000-600,
236,131,236,PH-1000.8500,
237,131,237,PN-8100.6500-650,
238,133,238,RD-6800.6500,
239,133,239,PH-6100.6700,
240,135,240,TD-1600.3100,
241,135,241,TD-1600.3100-160,
242,135,242,FT-1800,
243,135,243,HL-8120.7800-200,
244,136,244,PL-7000,
245,136,245,PS-9800.8500,
246,136,246,PX,
247,143,247,FN-1900.2500,
248,143,248,FN-1900.1500,
249,144,249,FN-1900.2500,
250,144,250,FN-1900.1500,
251,145,251,TB-7000.6000,
252,147,252,PX,
253,147,253,TD-1200,
254,149,254,BH-1800.8500,
255,149,255,BH-3900.3100,
256,149,256,HL-8700.8000,
257,149,257,ND-2000.1500,
258,149,258,PH-1000,
259,149,259,PH-6200.4600,
260,149,260,PX,
261,149,261,RF-2500,
262,149,262,RF-3300,
263,149,263,RX-8450.7000-700,
264,149,264,RX-8450.7000-750,
265,150,265,PX,
266,150,266,TI-1800.1500-250,
267,151,267,BM-8500,
268,151,268,PX,
269,152,269,BH-1800,
270,152,270,PN-8100.0200-180,
271,156,271,PX,
272,156,272,PH-1000.8500,
273,156,273,BH-1800.8500,
274,158,274,BM-8500,
275,158,275,PX,
276,160,276,PX,
277,160,277,PH-2950.8500-870,
278,160,278,BD-1800.2000-640,
279,161,279,PX,
280,161,280,PH-1000.8500,
281,161,281,PN-8100.0500,
282,161,282,JP-1500.1700-050,
283,161,283,RX-8450.8000-050,
284,161,284,RX-8450.8000-180,
285,161,285,PH-6200.4600,
286,161,286,BH-8600,
287,163,287,RX-8450.3300-300,
288,163,288,RX-8450.3300-350,
289,163,289,PX,
290,165,290,TJ-3200.2500-850,
291,165,291,TJ-3000,
292,165,292,DD-1500,
293,165,293,TH-2600.1580,
294,166,294,HD-6000.6200-500,
295,166,295,HD-6000.9000,
296,171,296,PH-1250.1400,
297,172,297,PH-1250.1400,
298,173,298,PH-1250.1400,
299,174,299,PH-1250.1400,
300,175,300,PH-1250.1400,
301,176,301,PH-1250.1400,
302,182,302,LT-2800.3000,
303,183,303,PH-3300.3000,
304,183,304,PH-7000,
305,184,305,PH-7000,
306,185,306,PH-3300.3000,
307,185,307,PH-0320.3300,
308,185,308,PH-1000.4500,
309,187,309,PH-3300.6500,
310,187,310,PH-7000,
311,187,311,PH-1000,
312,187,312,BD-5000.3500,
313,187,313,PH-3300.1800,
314,187,314,PX,
315,187,315,PH-3300.3000,
316,187,316,LH-5000.2500,
317,189,317,RP-6400.8000-300,
318,190,318,PL-6400.6500,
319,192,319,FL-6500,
320,197,320,FL-2800,
321,199,321,FR-4500,
322,201,322,PX,
323,201,323,PS-9800,
324,201,324,FN-1500.3600,
325,201,325,PL-7000,
326,203,326,FN-1700,
327,203,327,FN-1900,
328,203,328,FL-6500,
329,203,329,TJ-3000,
330,203,330,FP-0500,
331,210,331,RX-1700,
332,211,332,RF-2500,
333,211,333,RF-3300,
334,211,334,RM-6500.1500,
335,211,335,RP-5000.5000,
336,212,336,RM-6500.1500,
337,212,337,ND-3500,
338,212,338,NL-1000.8500,
339,213,339,RM-6500.1500,
340,213,340,PH-1000,
341,214,341,PH-6200.8400,
342,214,342,RP-6400.8000-620,
343,214,343,RM-6500.1500,
344,214,344,RP-1400.8000-070,
345,215,345,RM-3300.6600-080,
346,215,346,RP-1500.3300,
347,217,347,LT-3000,
348,218,348,PN-8100,
349,218,349,PN-8100.1000-250,
350,221,350,PH-2000,
351,221,351,TJ-3000.8000,
352,225,352,FT-6900.2500,
353,227,353,LH-2700.0150,
354,227,354,LN-1500,
355,227,355,LN-9500,
356,227,356,LV-1600.1700,
357,227,357,LV-6800,
358,227,358,PH-1000,
359,227,359,RP-5000.5000,
360,227,360,LF-4900.2400-150,
361,231,361,LT-3400.1500,
362,231,362,LF-4900.2000-900,
363,231,363,LF-7100.2500,
364,231,364,LV-6800,
365,231,365,PX,
366,236,366,TH-2900.1750,
367,237,367,BD-5000.1500,
368,237,368,PH-2950.8500-870,
369,241,369,PH-2950.3200,
370,241,370,PX-2300.3100,
371,242,371,BH-1800.8500,
372,242,372,BD-5000.1500,
373,242,373,RX-8450.3300,
374,292,374,LV-3300.6500,
375,292,375,LH-2700.1700,
376,292,376,TJ-6500,
377,294,377,LH-2700.1700,
378,294,378,TJ-3000.8000,
379,294,379,TJ-6500,
380,296,380,FL-6500,
381,298,381,TJ-3000,
382,298,382,RP-1500.3300,
383,298,383,FN-1900.1500,
384,298,384,FN-1900.2500,
385,298,385,FL-6500,
386,298,386,FP-0500.3300,
387,308,387,RD-1500,
388,308,388,RP-5000.5000-050,
389,310,389,RP-1400.8000-020.80,
390,310,390,RP-1500.1400-200,
391,311,391,LF-4900.2400-150,
392,311,392,LF-4900.8000,
393,312,393,RF-2000,
394,312,394,RF-3300,
395,312,395,RP-6400.8000-620,
396,312,396,RX-8450.8000,
397,312,397,RM-6500.1500,
398,312,398,RF-1500,
399,315,399,FP-0500,
400,317,400,ND-6500.8000,
401,318,401,TB,
402,319,402,FC-9500,
403,320,403,BH-3500.3400-250,
404,322,404,DF-7000.8250,
405,322,405,FN-1700.7800,
406,322,406,NL-1000.8100,
407,322,407,NS-1000.8000,
408,322,408,NS-1800.8000,
409,322,409,NS-7000.8000,
410,322,410,NS-8200.8000,
411,323,411,DF-7000.8250,
412,323,412,FN-1700.7800,
413,323,413,NL-1000.8100,
414,323,414,NS-1000.8000,
415,323,415,NS-1800.8000,
416,323,416,NS-7000.8000,
417,323,417,NS-8200.8000,
418,324,418,DF-7000.8250,
419,324,419,FN-1700.7800,
420,324,420,NL-1000.8100,
421,324,421,NS-1000.8000,
422,324,422,NS-1800.8000,
423,324,423,NS-7000.8000,
424,324,424,NS-8200.8000,
425,325,425,DF-7000.8250,
426,325,426,FN-1700.7800,
427,325,427,NL-1000.8100,
428,325,428,NS-1000.8000,
429,325,429,NS-1800.8000,
430,325,430,NS-7000.8000,
431,325,431,NS-8200.8000,
432,326,432,NS-7000.8000,
433,326,433,NS-8200.8000,
434,326,434,DF-7000.8250,
435,326,435,FN-1700.7800,
436,326,436,NL-1000.8100,
437,326,437,NS-1000.8000,
438,326,438,NS-1800.8000,
439,327,439,DF-7000.8250,
440,327,440,FN-1700.7800,
441,327,441,NL-1000.8100,
442,327,442,NS-1000.8000,
443,327,443,NS-7000.8000,
444,327,444,NS-8200.8000,
445,327,445,NS-1800.8000,
446,328,446,DF-7000.8250,
447,328,447,FN-1700.7800,
448,328,448,NL-1000.8100,
449,328,449,NS-1000.8000,
450,328,450,NS-1800.8000,
451,328,451,NS-7000.8000,
452,328,452,NS-8200.8000,
453,329,453,DF-7000.8250,
454,329,454,FN-1700.7800,
455,329,455,NL-1000.8100,
456,329,456,NS-1000.8000,
457,329,457,NS-1800.8000,
458,329,458,NS-7000.8000,
459,329,459,NS-8200.8000,
460,330,460,DF-7000.8250,
461,330,461,FN-1700.7800,
462,330,462,NL-1000.8100,
463,330,463,NS-1000.8000,
464,330,464,NS-1800.8000,
465,330,465,NS-7000.8000,
466,330,466,NS-8200.8000,
467,331,467,FL-6500,
468,332,468,RP-1400.8000-020.80,
469,332,469,FN-1500.1900,
470,332,470,RP-1400.8000-020.15,
471,333,471,PL-7000,
472,333,472,PS-9800,
473,333,473,FN-1500.3600,
474,348,474,PH-1250.1800,
475,348,475,PL-6400.1500-820,
476,349,476,BV-8900.9300-180,
477,349,477,BV-8900.9300-250,
478,349,478,BD-1800.2250,
479,349,479,BT-8300,
480,349,480,BH-3800.7000,
481,350,481,RP-1500.1400-300,
482,350,482,HH-0500.8000-150,
483,350,483,HH-0500.1500,
484,350,484,HL-8500.1400,
485,350,485,FT-1000.3300,
486,351,486,DT-8800.9300-930,
487,360,487,TC-5500.8000,
488,360,488,BD-5000.1500,
489,360,489,HH-0500.8000-150,
490,360,490,PL-7400.0500,
491,360,491,PL-6600.1800,
492,360,492,PL-7400.1500,
493,360,493,PS-8200.6000-800,
494,360,494,PS-8200.6000-400,
495,360,495,PL-8700.2000,
496,361,496,PH-2950.3200,
497,361,497,PH-2950.8500-850,
498,361,498,TC-5500,
499,367,499,LV-6000.2400,
500,367,500,LF-4900.2400-150,
501,367,501,LF-4900.8000,
502,367,502,LF-5280.1500,
503,367,503,LJ-2000,
504,367,504,LJ-2000.0100-050,
505,367,505,LJ-2000.6500,
506,367,506,LJ-2000.6750,
507,367,507,LJ-5000,
508,367,508,LJ-8000.2500,
509,367,509,LV-6000.2550,
510,367,510,PH-6200.7000,
511,367,511,RP-1400.8000-815,
512,374,512,LJ-2000.0100-030,
513,374,513,LJ-2000.1000-150,
514,374,514,LJ-2000.1000-100,
515,374,515,LJ-2000.1000-200,
516,374,516,LF-4900.2400-150,
517,374,517,LJ-2000.6750,
518,374,518,LF-4900.2400,
519,374,519,LF-4900.8000,
520,374,520,LJ-2000,
521,374,521,LJ-5000.6570,
522,374,522,LJ-8000,
523,374,523,LT-1750.8000,
524,374,524,LV-6000.2550,
525,375,525,LF-4900.2400,
526,375,526,LF-4900.8000,
527,375,527,LJ-2000,
528,375,528,LJ-5000.6570,
529,375,529,LJ-8000,
530,375,530,LT-1750.8000,
531,375,531,LJ-2000.0100-050,
532,375,532,LV-6000.2550,
533,375,533,LJ-2000.0100-030,
534,375,534,LJ-2000.1000-100,
535,375,535,LJ-2000.1000-150,
536,375,536,LJ-2000.1000-200,
537,375,537,LJ-2000.6750,
538,386,538,PX,
539,386,539,PH-1000,
540,386,540,PH-6100,
541,388,541,BH-3500.3400-300,
542,390,542,TJ-3000.8000,
543,390,543,LH-2700.1700,
544,394,544,FL-6500,
545,395,545,FL-6500,
546,397,546,JR-6000,
547,397,547,DF-7000.4590-550,
548,398,548,FL-6500,
549,399,549,FN-1500.3600,
550,399,550,RX-8250.0500,
551,399,551,RX-8250.1700,
552,403,552,FL-6500,
553,405,553,FN-1300,
554,405,554,FN-5000,
555,405,555,PH-6500.1500-140,
556,405,556,PH-6500.0500-180,
557,408,557,FR-4500.1500,
558,409,558,FL-6500,
559,410,559,PX,
560,411,560,FL-6500,
561,412,561,FL-6500,
562,413,562,FL-6500,
563,415,563,FL-6500,
564,415,564,FN-1300,
565,416,565,FN-1700.1800,
566,419,566,DD-1500,
567,427,567,BH-8400.6000-040,
568,432,568,FT-3000.1750,
569,432,569,FP-0500.3300,
570,432,570,FT-6900.2500,
571,432,571,FT-3200,
572,432,572,FT-3000,
573,432,573,DM-1800.1000,
574,436,574,DM-1800.1000,
575,437,575,NL-3000.1500,
576,439,576,DM-1800.1700,
577,440,577,FT-3000.1600,
578,441,578,DM-1800.2000,
579,441,579,TJ-3000.8000,
580,441,580,FT-4800,
581,447,581,PX,
582,447,582,PH-1250.1800,
583,449,583,DD-1500.4650,
584,449,584,FT-1800.3000,
585,449,585,BH-3700.3000,
586,450,586,LF-4900.2150,
587,450,587,LR-8000.8000-820,
588,450,588,TI-1800.5000-300,
589,450,589,LR-6200,
590,460,590,PS-9800.9900,
591,460,591,PH-1250.1800,
592,461,592,PS-9800.9900,
593,461,593,PL-6400.1500-820,
594,466,594,LL-3000.9000,
595,466,595,PX,
596,467,596,LT-1750.7935,
597,467,597,RP-1400.8000-800,
598,468,598,LL-3000.9000,
599,470,599,LL-3000.9000,
600,471,600,RX-8450.5000,
601,471,601,RX-8450.1150-150,
602,471,602,RX-8450.1150-180,
603,472,603,LL-3000.9000,
604,473,604,RX-8470.8400,
605,473,605,LL-3000.9000,
606,473,606,TJ-3000.8000,
607,473,607,BH-8600,
608,474,608,LL-3000.9000,
609,475,609,LL-3000.9000,
610,481,610,PN-8100,
611,482,611,LV-6800.6860,
612,482,612,LF-5280.1500,
613,482,613,LF-8000.5200,
614,482,614,LV-5500,
615,482,615,PX,
616,483,616,PX,
617,483,617,LV-5700,
618,484,618,LH-2700.1700,
619,484,619,TJ-6500,
620,484,620,PX,
621,490,621,RM-6500.1500,
622,490,622,RP-1500.3300,
623,490,623,LH-6600,
624,490,624,PH-7000.3300-040,
625,490,625,PH-7000.6000-060,
626,490,626,PH-1000.8500,
627,490,627,RP-1400.8000-020.80,
628,490,628,RP-6400.8000-660,
629,490,629,RX-8450.8000-050,
630,490,630,RX-8450.8000-180,
631,490,631,RP-6400.8000-650.64,
632,490,632,RP-5000.5000-260,
633,492,633,BH-7000.4600-450,
634,492,634,BH-8400.6000-800,
635,492,635,BH-8400.6000-840,
636,492,636,BH-3800.7000,
637,492,637,PH-1000.8500,
638,492,638,ND-3500.3600,
639,499,639,LH-2700.1700,
640,504,640,PX-0400.1000,
641,504,641,TD-1600.3100,
642,505,642,TD-1600.3100-200,
643,506,643,TD-1600.3100-200,
644,507,644,TD-1600.3100-950,
645,508,645,TD-1600.3100-200,
646,510,646,TJ-6500.6700,
647,510,647,TJ-6500.8500,
648,510,648,TJ-3000,
649,510,649,LH-2700.1700,
650,514,650,LD-3300,
651,514,651,LV-6800,
652,515,652,LV-6800.6550,
653,526,653,LE,
654,526,654,LH-6300.0230,
655,526,655,LH-2700.1540,
656,526,656,LJ-8000.2500,
657,526,657,LJ-2000.1000-600,
658,526,658,RP-1400.8000-050,
659,526,659,RD-3000.6750,
660,527,660,LN-1500,
661,527,661,LF-7000,
662,527,662,LV-6800.0300,
663,529,663,TJ-6500,
664,529,664,TJ-3000.8000,
665,531,665,RX-8450.7000-700,
666,531,666,RX-8450.7000-750,
667,532,667,RX-8450.1150-150,
668,532,668,RX-8450.1150-180,
669,534,669,RF-6500,
670,534,670,PN-8100.5000,
671,535,671,PN-8100.5000,
672,536,672,PN-8100.5000,
673,537,673,PN-8100.5000,
674,539,674,PN-8100.5000,
675,539,675,TJ-6500,
676,539,676,TD-1600,
677,543,677,PH-1250.1800,
678,543,678,PS-9800.9900,
679,546,679,PL-7400.1550,
680,546,680,PS-9800,
681,546,681,PX,
682,546,682,LH-2700.6000-300,
683,553,683,HH-1600.1600,
684,553,684,HH-9000.7500,
685,553,685,ND-2000.1500-160,
686,553,686,RP-1400.8000-050,
687,553,687,HD-0500,
688,553,688,HL-8700,
689,553,689,PH-6200.4500,
690,554,690,HH-4500.1800,
691,561,691,PH-0300,
692,562,692,PH-6000,
693,564,693,PH-6100.6800,
694,564,694,PH-6100.3300,
695,566,695,PH-2400.1900,
696,578,696,TJ-3000,
697,578,697,PH-1000,
698,578,698,FP-0500.4500,
699,578,699,FP-0500.3500,
700,579,700,PH-3300,
701,580,701,TP-3000.8000,
702,580,702,TJ-6500,
703,587,703,LF-5280.1500,
704,587,704,LV-7500,
705,587,705,LF-7300.2000-260,
706,587,706,LF-4900.8000,
707,587,707,LN-1500,
708,587,708,LV-1600,
709,587,709,LV-3300,
710,587,710,LV-6000,
711,587,711,LV-6800,
712,587,712,LV-7200,
713,587,713,LT-3400.1500,
714,593,714,LT-3400.1500,
715,593,715,LV-6000.2400,
716,593,716,LV-6000.2550,
717,593,717,LV-6800,
718,594,718,PH-1250.1400,
719,595,719,PL-6400.1500-820,
720,595,720,PH-1250.1800,
721,596,721,LL-6000.8000,
722,596,722,LT-2800.3100-250,
723,602,723,PH-1250.1400,
724,603,724,PH-1250.1400,
725,604,725,PL-6400.1500-820,
726,605,726,PH-1250.1400,
727,606,727,PL-6400.1500-820,
728,607,728,PL-6400.1500-820,
729,618,729,PH-0320.0200,
730,618,730,ND-6500.8120,
731,618,731,LR-8000.8000-820,
732,618,732,LR-6200.1800,
733,621,733,PH-1000.8500,
734,621,734,BH-8400,
735,621,735,PH-6300.8000,
736,624,736,BH-3900.3000,
737,624,737,BH-3500.3400-250,
738,624,738,DM-1500.1500,
739,624,739,DT-8700.2000-270,
740,624,740,BH-3700.3000,
741,625,741,BT-4800.0500,
742,629,742,PX,
743,629,743,HD-1800,
744,629,744,PH-6100,
745,629,745,PH-1250,
746,629,746,HD-1800.3000,
747,630,747,HD-1800.3000,
748,630,748,PH-6100,
749,630,749,PH-1250,
750,630,750,HD-1800,
751,630,751,PX,
752,631,752,PX,
753,631,753,HD-1800.3000,
754,631,754,PH-6100,
755,631,755,PH-1250,
756,631,756,HD-1800,
757,632,757,PH-6100,
758,632,758,PH-1250,
759,632,759,LV-6800,
760,632,760,LH-2700.6000,
761,632,761,HD-1800.3000-350,
762,639,762,PN-8100.1000-800,
763,641,763,PN-8100.1000-800,
764,643,764,LL-3000.1500,
765,643,765,PX,
766,650,766,TJ-5500.8500-450,
767,651,767,LJ-2000.0100-020,
768,651,768,LJ-2000.0100-030,
769,651,769,LJ-2000.1000-100,
770,651,770,LJ-2000.6500-650,
771,651,771,PX,
772,651,772,LJ-2000.1000-150,
773,654,773,LH-5000,
774,654,774,ND-9000,
775,655,775,ND-9000,
776,655,776,LH-5000,
777,656,777,ND-9000,
778,656,778,LH-5000,
779,657,779,LH-5000,
780,657,780,ND-9000,
781,658,781,ND-9000,
782,658,782,LH-5000,
783,659,783,ND-9000,
784,659,784,LH-5000,
785,660,785,ND-9000,
786,661,786,ND-9000,
787,661,787,LH-5000,
788,662,788,LH-5000,
789,662,789,ND-9000,
790,664,790,ND-9000,
791,664,791,LH-5000,
792,664,792,LR-8000,
793,665,793,ND-9000,
794,665,794,LH-5000,
795,666,795,LH-5000,
796,666,796,ND-9000,
797,680,797,PH-6200.4600,
798,688,798,TD-1600,
799,688,799,TJ-6500,
800,688,800,FN-1500,
801,693,801,RP-1400.8000-020.15,
802,693,802,BM-6500.1500-120,
803,693,803,BD-1800.2000-620,
804,693,804,BH-3800.7000,
805,693,805,BM-3000.2000-140,
806,693,806,BT-4500.6500-120,
807,693,807,BM-6500.1500-800,
808,693,808,HL-8120.7800-200,
809,693,809,HL-8700.8000,
810,693,810,HL-8700.3000,
811,693,811,PH-1250.1800,
812,693,812,BV-8900.9300-180,
813,693,813,BV-8900.9300-250,
814,699,814,PS-9800.9900,
815,699,815,PH-1250.1800,
816,707,816,HD-6000.6200-500,
817,719,817,ND-6500.1950,
818,720,818,BD-5000.1500,
819,720,819,PH-3300.1800,
820,720,820,PL-7000.4360,
821,720,821,TC-5500.8000,
822,720,822,TJ-3000.8000,
823,721,823,BD-5000.1500,
824,721,824,PH-3300.1800,
825,721,825,PL-7000,
826,721,826,TC-5500.8000,
827,721,827,TJ-3000.8000,
828,722,828,TJ-3000.8000,
829,722,829,TC-5500.8000,
830,722,830,BD-5000.1500,
831,722,831,PL-7000,
832,722,832,PH-3300.1800,
833,722,833,BT-4500.6500-800,
834,723,834,BT-4500.6500-800,
835,723,835,PH-3300.1800,
836,723,836,TC-5500.8000,
837,723,837,BD-5000.1500,
838,723,838,PL-7000,
839,723,839,TJ-3000.8000,
840,735,840,LL-3000.1500,
841,737,841,PH-6100.1800-250,
842,738,842,RX-0400,
843,739,843,RX-8450.1150-150,
844,739,844,RX-8450.1150-180,
845,739,845,RF-2000,
846,741,846,LH-6700.6400-285,
847,741,847,LH-6700.6400-300,
848,741,848,LT-3400.1500,
849,741,849,LV-1600.2400,
850,741,850,LV-2400.6350,
851,741,851,LJ-5000.6500,
852,741,852,LJ-5000.6600,
853,741,853,LT-1750.0500,
854,741,854,LH-2700.2500,
855,741,855,LF-7100.2500,
856,741,856,LF-4900.2000-900,
857,741,857,LF-4900.2150,
858,741,858,LF-4900.1670,
859,741,859,LF-4900.6200,
860,741,860,RP-1500.3300,
861,741,861,RP-1400.8000-100,
862,741,862,RP-1400.8000-070,
863,741,863,RF-2500,
864,741,864,RF-3300,
865,741,865,PH-6200.8400,
866,741,866,LV-1800,
867,741,867,LF-4900.2400,
868,741,868,LN-1500,
869,742,869,LF-4900.1670,
870,742,870,LF-4900.2000-900,
871,742,871,LF-4900.2150,
872,742,872,LF-4900.2400-150,
873,742,873,LF-4900.6200,
874,742,874,LF-7100.2500,
875,742,875,LH-2700.2500,
876,742,876,LH-6700.6400-285,
877,742,877,LH-6700.6400-300,
878,742,878,LJ-5000.6600,
879,742,879,LJ-5000.6500,
880,742,880,LT-1750.0500,
881,742,881,LV-1600.2400,
882,742,882,LV-1800,
883,742,883,LV-2400.6350,
884,742,884,PH-6200.8400,
885,742,885,RF-2500,
886,742,886,RF-3300,
887,742,887,RP-1400.8000-070,
888,742,888,RP-1400.8000-100,
889,742,889,RP-1500.3300,
890,742,890,LN-1500,
891,742,891,LF-4900.2400,
892,742,892,LT-3400.1500,
893,743,893,LT-3400.1500,
894,743,894,LT-3400.0100,
895,743,895,LF-4900.1670,
896,743,896,LF-4900.2000-900,
897,743,897,LF-4900.2150,
898,743,898,LF-4900.2400-150,
899,743,899,LF-4900.6200,
900,743,900,LF-7100.2500,
901,743,901,LH-6700.6400-285,
902,743,902,LH-6700.6400-300,
903,743,903,LJ-5000.6600,
