location_id,address_1,address_2,city,postal_code,state_province,country,id,organization_id,attention,region
136,11347 SW 160th Street,NULL,Miami,33157,FL ,   ,,,,
143,400 South Monroe Street,NULL,Tallahassee,32399,FL ,   ,,,,
144,"PL-01, The Capitol",NULL,Tallahassee,32399,FL ,   ,,,,
145,11805 SW 26th Street,Suite 230,Miami,33175,FL ,   ,,,,
147,3250 SW 3rd Avenue,NULL,Miami,33129,FL ,   ,,,,
149,1907 NW 38th Street,NULL,Miami,33142,FL ,   ,,,,
150,2236 NW Miami Court,NULL,Miami,33127,FL ,   ,,,,
151,9790 Bird Road,NULL,Miami,33165,FL ,   ,,,,
152,1907 NW 38th Street,NULL,Miami,33142,FL ,   ,,,,
156,1907 NW 38th Street,NULL,Miami,33142,FL ,   ,,,,
158,90 NW 23rd Street,NULL,Miami,33127,FL ,   ,,,,
160,1907 NW 38th Street,NULL,Miami,33142,FL ,   ,,,,
161,1907 NW 38th Street,NULL,Miami,33142,FL ,   ,,,,
163,2236 NW Miami Court,NULL,Miami,33127,FL ,   ,,,,
164,111 NW 1st Street,Suite 2510,Miami,33128,FL ,   ,,,,
165,111 NW 1st Street,"Stephen P. Clark Center, Suite 2510",Miami,33128,FL ,   ,,,,
166,3990 West Flagler Street,Suite 103,Miami,33134,FL ,   ,,,,
170,13600 SW 312th Street,NULL,Homestead,33033,FL ,   ,,,,
171,19280 SW 378th Street,NULL,Homestead,33034,FL ,   ,,,,
172,19420 SW 379th Street,Everglades #1,Florida City,33034,FL ,   ,,,,
173,35501 SW 187th Avenue,NULL,Florida City,33034,FL ,   ,,,,
174,13600 SW 312th Street,NULL,Homestead,33030,FL ,   ,,,,
175,38010 SW 195th Avenue,NULL,Florida City,33034,FL ,   ,,,,
176,16085 SW 293 Drive,NULL,Homestead,33033,FL ,   ,,,,
181,8400 NW 33rd Street,Suite 400,Miami,33122,FL ,   ,,,,
182,8400 NW 33rd Street,Suite 400,Miami,33122,FL ,   ,,,,
183,8400 NW 33rd Street,Suite 400,Miami,33122,FL ,   ,,,,
184,8400 NW 33rd Street,Suite 400,Miami,33122,FL ,   ,,,,
185,8400 NW 33rd Street,Suite 400,Miami,33122,FL ,   ,,,,
187,8400 NW 33rd Street,Suite 400,Miami,33122,FL ,   ,,,,
189,8400 NW 33rd Street,Suite 400,Miami,33122,FL ,   ,,,,
190,9617 Park Drive,NULL,Miami,33138,FL ,   ,,,,
192,400 NW 2nd Avenue,NULL,Miami,33128,FL ,   ,,,,
197,400 NW 2nd Avenue,NULL,Miami,33128,FL ,   ,,,,
199,400 NW 2nd Avenue,NULL,Miami,33128,FL ,   ,,,,
201,400 NW 2nd Avenue,Room 201,Miami,33128,FL ,   ,,,,
203,400 NW 2nd Avenue,NULL,Miami,33128,FL ,   ,,,,
206,20201 NW 37th Avenue,NULL,Miami Gardens,33056,FL ,   ,,,,
207,20201 NW 37th Avenue,NULL,Opa Locka,33056,FL ,   ,,,,
208,20201 NW 37th Avenue,NULL,Miami Gardens,33056,FL ,   ,,,,
210,5055 NW 27th Avenue,unit 1,Opa Locka,33055,FL ,   ,,,,
211,5055 NW 27th Avenue,NULL,Opa Locka,33054,FL ,   ,,,,
212,5055 NW 27th Avenue,NULL,Opa Locka,33054,FL ,   ,,,,
213,5055 NW 27th Avenue,NULL,Opa Locka,33054,FL ,   ,,,,
214,1695 NW 9th Avenue,NULL,Miami,33136,FL ,   ,,,,
215,5055 NW 27th Avenue,NULL,Opa Locka,33054,FL ,   ,,,,
216,16800 NW 2nd Avenue,4th Floor,Miami,33169,FL ,   ,,,,
217,16800 NW 2nd Avenue,4th Floor,Miami,33169,FL ,   ,,,,
218,16800 NW 2nd Avenue,Suite 400,Miami,33169,FL ,   ,,,,
221,2335 E Atlantic Boulevard,Suite 410,Pompano Beach,33062,FL ,   ,,,,
225,8300 NW 53rd Street,Suite 402,Miami,33166,FL ,   ,,,,
227,336 NW 5th Street,NULL,Miami,33128,FL ,   ,,,,
231,336 NW 5th Street,NULL,Miami,33128,FL ,   ,,,,
235,"409 3rd St, SW",NULL,Washington,20416,DC ,   ,,,,
236,51 SW 1st Avenue,Suite 201,Miami,33130,FL ,   ,,,,
237,3553 NW 50th Street,NULL,Miami,33142,FL ,   ,,,,
238,700 NW 175th Street,NULL,Miami,33169,FL ,   ,,,,
241,2031 NW 1st Court,NULL,Miami,33127,FL ,   ,,,,
242,2020 NW 1st Avenue,NULL,Miami,33127,FL ,   ,,,,
246,3627 W Waters Avenue,NULL,Tampa,33614,FL ,   ,,,,
292,2020 S Andrews Avenue,NULL,Fort Lauderdale,33316,FL ,   ,,,,
294,2300 High Road,Suite 375,Boynton Beach,33426,FL ,   ,,,,
296,2801 Salzedo Street,NULL,Miami,33134,FL ,   ,,,,
298,2801 Salzedo Street,NULL,Miami,33134,FL ,   ,,,,
303,11200 SW 8th Street,NULL,Miami,33199,FL ,   ,,,,
308,11200 SW 8th Street,AHC 1 Rm 140,Miami,33199,FL ,   ,,,,
310,11200 SW 8th Street,SHC 270,Miami,33199,FL ,   ,,,,
311,11200 SW 8th Street,AHC5 102,Miami,33199,FL ,   ,,,,
312,11040 N Kendall Drive,Suite C-100,Miami,33176,FL ,   ,,,,
314,"601 East Street, NW",NULL,Washington,20049,DC ,   ,,,,
467,8280 NW 27th Street,Suite 511,Miami,33122,FL ,   ,,,,
468,105662 Overseas Highway,NULL,Key Largo,33037,FL ,   ,,,,
470,7369 W Sheridan Street,Suite 102,Hollywood,33024,FL ,   ,,,,
471,1201 NW 16th Street,"1st Floor, Suite 1E107A",Miami,33125,FL ,   ,,,,
472,950 Krome Avenue,Suite 401,Homestead,33030,FL ,   ,,,,
473,1492 W Flagler Street,Suite 101,Miami,33135,FL ,   ,,,,
474,1300 Douglas Circle,Building L-15,Key West,33040,FL ,   ,,,,
475,9800 W Commercial Boulevard,NULL,Sunrise,33351,FL ,   ,,,,
480,7300 N Kendall Drive,Suite 760,Miami,33156,FL ,   ,,,,
481,8950 N Kendall Drive,Suite 105,Miami,33176,FL ,   ,,,,
482,7300 N Kendall Drive,Suite 760,Miami,33156,FL ,   ,,,,
483,7300 N Kendall Drive,Suite 760,Miami,33156,FL ,   ,,,,
484,7300 N Kendall Drive,Suite 760,Miami,33156,FL ,   ,,,,
485,1680 Meridian Avenue,Suite 501,Miami Beach,33139,FL ,   ,,,,
490,1680 Meridian Avenue,Suite 501,Miami Beach,33139,FL ,   ,,,,
492,1680 Meridian Avenue,Suite 501,Miami Beach,33139,FL ,   ,,,,
499,200 S Park Road,Suite 100,Hollywood,33021,FL ,   ,,,,
501,833 6th Street,2nd floor,Miami Beach,33139,FL ,   ,,,,
503,111 NW 1st Street,"10th Floor, Suite 1034",Miami,33128,FL ,   ,,,,
504,111 NW 1st Street,"10th Floor, Suite 1034",Miami,33128,FL ,   ,,,,
505,111 NW 1st Street,"10th Floor, Suite 1034",Miami,33128-1966,FL ,   ,,,,
506,111 NW 1st Street,"10th Floor, Suite 1034",Miami,33128,FL ,   ,,,,
507,111 NW 1st Street,"10th Floor, Suite 1034",Miami,33128,FL ,   ,,,,
508,111 NW 1st Street,"10th Floor, Suite 1034",Miami,33128,FL ,   ,,,,
509,733 3rd Avenue,Suite 510,New York,10017,NY ,   ,,,,
510,21301 Powerline Road,Suite 301,Boca Raton,33433,FL ,   ,,,,
513,1601 NW 12th Avenue,NULL,Miami,33136,FL ,   ,,,,
514,1611 NW 12th Avenue,East Tower Suite 6006,Miami,33196,FL ,   ,,,,
515,1611 NW 12th Avenue,"North Wing, Room 109",Miami,33136,FL ,   ,,,,
526,1580 NW 10th Avenue,Suite 267,Miami,33136,FL ,   ,,,,
527,1601 NW 12th Avenue,"1st Floor, Mailman Center",Miami,33136,FL ,   ,,,,
528,1355 Peachtree Street NE,Suite 600,Atlanta,30309,GA ,   ,,,,
529,14499 N Dale Mabry Highway,Suite 139,Tampa,33618,FL ,   ,,,,
530,162 NE 49th Street,NULL,Miami,33137-3118,FL ,   ,,,,
531,162 NE 49th Street,NULL,Miami,33137,FL ,   ,,,,
532,162 NE 49th Street,NULL,Miami,33137,FL ,   ,,,,
533,299 Alhambra Circle,Suite 506,Coral Gables,33134,FL ,   ,,,,
534,P.O. Box 430230,NULL,Miami,33242,FL ,   ,,,,
535,13390 W Dixie Highway,NULL,North Miami,33161,FL ,   ,,,,
536,9827 E Hibiscus Street,NULL,Miami,33157,FL ,   ,,,,
537,8950 N Kendall Drive,"West Tower, Suite 105",Kendall,33176,FL ,   ,,,,
539,P.O. Box 430230,NULL,Miami,33242,FL ,   ,,,,
541,3870 Washington Avenue,NULL,Miami,33133,FL ,   ,,,,
542,3870 Washington Avenue,NULL,Miami,33133,FL ,   ,,,,
543,3870 Washington Avenue,NULL,Miami,33133,FL ,   ,,,,
545,3001 NW 22nd Avenue,NULL,Miami,33142,FL ,   ,,,,
546,1751 NW 36th Street,NULL,Miami,33142,FL ,   ,,,,
547,12485 SW 137 Avenue,Suite 109,Miami,33186,FL ,   ,,,,
553,12485 SW 137th Avenue,Unit 109,Miami,33186,FL ,   ,,,,
554,12485 SW 137th Avenue,Suite 109,Miami,33186,FL ,   ,,,,
560,482 S. Keller Road,NULL,Orlando,32810,FL ,   ,,,,
561,800 NW 15th Street,NULL,Miami,33136,FL ,   ,,,,
562,10720 Caribbean Boulevard,Suite 300,Miami,33189,FL ,   ,,,,
564,800 NW 15th Street,NULL,Miami,33136,FL ,   ,,,,
566,10720 Caribbean Boulevard,Suite 300,Miami,33189,FL ,   ,,,,
576,7990 SW 117th Avenue,Suite 135,Miami,33183,FL ,   ,,,,
578,7990 SW 117th Avenue,Suite 135,Miami,33183,FL ,   ,,,,
579,7990 SW 117th Avenue,Suite 135,Miami,33183,FL ,   ,,,,
580,7990 SW 117th Avenue,Suite 135,Miami,33183,FL ,   ,,,,
583,2840 SW 3rd Avenue,NULL,Miami,33129,FL ,   ,,,,
587,3601 Federal Highway,NULL,Miami,33137,FL ,   ,,,,
593,10528 SW 8th Street,NULL,Miami,33174,FL ,   ,,,,
594,10855 SW 72nd Street,Suite 30,Miami,33173,FL ,   ,,,,
750,1145 NW 14th Terrace,NULL,Miami,33136,FL ,   ,,,,
752,4747 Hollywood Boulevard,Suite 101,Hollywood,33021,FL ,   ,,,,
753,1515 NW 167th Street,"Building 4, Suite 190",Miami Gardens,33169,FL ,   ,,,,
754,3410 SW 107th Avenue,NULL,Miami,33165,FL ,   ,,,,
759,7300 Corporate Center Drive,Suite 500,Miami,33126,FL ,   ,,,,
760,28951 S Dixie Highway,NULL,Homestead,33033,FL ,   ,,,,
761,1111 12th Street,Suite 307-308,Key West,33040,FL ,   ,,,,
762,801 NE 167th Street,NULL,Miami,33167,FL ,   ,,,,
763,8485 Bird Road,2nd Floor,Miami,33155,FL ,   ,,,,
764,103400 Overseas Highway,Suite 239,Key Largo,33037,FL ,   ,,,,
766,240 E 1st Avenue,Suite 222,Hialeah,33010,FL ,   ,,,,
767,4888 NW 183rd Street,Suites 201-206,Miami Gardens,33055,FL ,   ,,,,
768,833 6th Street,2nd Floor,Miami Beach,33139,FL ,   ,,,,
769,5040 NW 7th Street,Suite 200,Miami,33126,FL ,   ,,,,
770,7900 NW 27th Avenue,Suite 200,Miami,33147,FL ,   ,,,,
771,325 NW 62nd Street,NULL,Miami,33150,FL ,   ,,,,
772,18901 SW 106th Avenue,Suite 218,Miami,33157,FL ,   ,,,,
773,18300 SW 109th Avenue,NULL,Miami,33157,FL ,   ,,,,
775,120 East Oakland Park Boulevard,Suite 102,Fort Lauderdale,33334,FL ,   ,,,,
777,14617 NW 7th Avenue,NULL,Miami,33168,FL ,   ,,,,
788,4175 W 20th Avenue,NULL,Hialeah,33012,FL ,   ,,,,
789,4125 W 20th Avenue,NULL,Hialeah,33012,FL ,   ,,,,
790,551 W 51st Place,4th Floor,Hialeah,33012-5835,FL ,   ,,,,
791,4175 W 20th Avenue,NULL,Hialeah,33012-5835,FL ,   ,,,,
792,8400 S Palm Drive,NULL,Pembroke Pines,33025,FL ,   ,,,,
793,150 E 1st Avenue,Suite 111,Hialeah,33010,FL ,   ,,,,
794,4175 W 20th Avenue,NULL,Hialeah,33012-5835,FL ,   ,,,,
795,4175 W 20th Avenue,NULL,Hialeah,33012-5835,FL ,   ,,,,
796,4175 W 20th Avenue,NULL,Hialeah,33012,FL ,   ,,,,
797,551 W 51st Place,4th Floor,Hialeah,33012,FL ,   ,,,,
798,1339 SE 9th Avenue,NULL,Hialeah,33010,FL ,   ,,,,
799,240 E 1st Avenue,Suite 122,Hialeah,33010,FL ,   ,,,,
800,4175 W 20th Avenue,NULL,Hialeah,33012,FL ,   ,,,,
802,4175 W 20th Avenue,NULL,Hialeah,33012-5835,FL ,   ,,,,
803,150 E 1st Avenue,Suite 111,Hialeah,33010,FL ,   ,,,,
804,8200 NW 33rd Street,Suite 102,Miami,33122,FL ,   ,,,,
805,1100 NW 95th Street,NULL,Miami,33150,FL ,   ,,,,
808,1100 NW 95th Street,NULL,Miami,33150,FL ,   ,,,,
811,1100 NW 95th Street,NULL,Miami,33150,FL ,   ,,,,
813,1100 NW 95th Street,NULL,Miami,33150,FL ,   ,,,,
815,1100 NW 95th Street,NULL,Miami,33150,FL ,   ,,,,
816,620 NE 127th Street,NULL,Miami,33161,FL ,   ,,,,
818,620 NE 127th Street,NULL,Miami,33161,FL ,   ,,,,
819,620 NE 127th Street,NULL,Miami,33161,FL ,   ,,,,
834,1469 NW 36th Street,NULL,Miami,33142,FL ,   ,,,,
835,1481 NW 36th Street,NULL,Miami,33142,FL ,   ,,,,
837,1469 NW 36th Street,NULL,Miami,33142,FL ,   ,,,,
840,1499 NW 36th Street,NULL,Miami,33142,FL ,   ,,,,
841,1469 NW 36th Street,NULL,Miami,33142,FL ,   ,,,,
844,6000 NW 12th Avenue,NULL,Miami,33127,FL ,   ,,,,
846,1455 NW 36th Street,NULL,Miami,33142,FL ,   ,,,,
849,4300 Alton Road,NULL,Miami Beach,33140,FL ,   ,,,,
850,4300 Alton Road,NULL,Miami Beach,33140,FL ,   ,,,,
851,4300 Alton Road,NULL,Miami Beach,33140,FL ,   ,,,,
854,4300 Alton Road,NULL,Miami Beach,33140,FL ,   ,,,,
857,1101 Biscayne Boulevard,NULL,Miami,33132,FL ,   ,,,,
858,1101 Biscayne Boulevard,NULL,Miami,33132,FL ,   ,,,,
859,11031 NE 6th Avenue,NULL,Miami,33161,FL ,   ,,,,
860,3800 W Flagler Street,East Building,Miami,33134,FL ,   ,,,,
861,140 NW 59th Street,NULL,Miami,33127,FL ,   ,,,,
863,10 NW 42nd Avenue,5th Floor,Miami,33126,FL ,   ,,,,
864,3800 W Flagler Street,NULL,Miami,33134,FL ,   ,,,,
869,3850 W Flagler Street,NULL,Miami,33134,FL ,   ,,,,
870,3941 SW 89th Avenue,NULL,Miami,33165,FL ,   ,,,,
871,3800 West Flagler Street,NULL,Miami,33134,FL ,   ,,,,
872,3800 W Flager Street,NULL,Miami,33134,FL ,   ,,,,
873,601 SW 8th Avenue,NULL,Miami,33130,FL ,   ,,,,
985,17051 NE 19th Avenue,NULL,North Miami Beach,33162,FL ,   ,,,,
986,17050 NE 19th Avenue,NULL,North Miami Beach,33162,FL ,   ,,,,
991,17051 NE 19th Avenue,NULL,North Miami Beach,33162,FL ,   ,,,,
997,1275 Mamaroneck Avenue,NULL,White Plains,10605,NY ,   ,,,,
998,1101 Brickell Avenue,"South Tower, 8th Floor",Miami,33131,FL ,   ,,,,
999,3599 NW 79th Avenue,NULL,Doral,33166,FL ,   ,,,,
1001,4742 N 24th Street,Suite 400,Phoenix,85016,AZ ,   ,,,,
1002,3655 Bonita Beach Road,Suite 3,Bonita Springs,34134,FL ,   ,,,,
1003,511 E John Carpenter Freeway,Suite 700,Irving,75062,TX ,   ,,,,
1004,7700 N Kendall Drive,Suite 803,Miami,33156,FL ,   ,,,,
1005,20900 Biscayne Boulevard,NULL,Miami,33180,FL ,   ,,,,
1006,20900 Biscayne Boulevard,NULL,Miami,33180,FL ,   ,,,,
1007,21110 Biscayne Boulevard,Suite 102,Miami,33180,FL ,   ,,,,
1009,28 W Flagler Street,Suite 700,Miami,33130,FL ,   ,,,,
1012,2180 SW 12th Avenue,NULL,Miami,33129,FL ,   ,,,,
1013,2180 SW 12th Avenue,NULL,Miami,33129,FL ,   ,,,,
1014,700 SW 8th Street,NULL,Miami,33130,FL ,   ,,,,
1015,4410 W 16th Avenue,Suite 28C,Hialeah,33012,FL ,   ,,,,
1016,700 SW 8th Street,NULL,Miami,33130,FL ,   ,,,,
1017,533 Collins Avenue,NULL,Miami Beach,33139,FL ,   ,,,,
1019,5849 NW 7th Street,NULL,Miami,33126,FL ,   ,,,,
1020,700 SW 8th Street,NULL,Miami,33130,FL ,   ,,,,
1021,1407 NW 7th Street,NULL,Miami,33125,FL ,   ,,,,
1022,700 SW 8th Street,NULL,Miami,33130,FL ,   ,,,,
1025,900 W 44th Place,NULL,Hialeah,33012,FL ,   ,,,,
1026,3667 S Miami Avenue,NULL,Miami,33133,FL ,   ,,,,
1027,1040 SW 29th Court,NULL,Miami,33135,FL ,   ,,,,
1032,450 SW 5th Street,NULL,Miami,33130,FL ,   ,,,,
1035,150 Alton Road South,NULL,Miami Beach,33139,FL ,   ,,,,
1036,8638 Harding Avenue,NULL,Miami Beach,33141,FL ,   ,,,,
1037,833 6th Street,NULL,Miami Beach,33139,FL ,   ,,,,
1052,301 S Bronough Street,Suite 200,Tallahassee,32301,FL ,   ,,,,
1054,2490 Coral Way,3rd Floor,Miami,33145,FL ,   ,,,,
1056,2490 Coral Way,3rd Floor,Miami,33145,FL ,   ,,,,
1057,2490 Coral Way,3rd Floor,Miami,33145,FL ,   ,,,,
1058,2490 Coral Way,3rd Floor,Miami,33145-3449,FL ,   ,,,,
1063,8670 Byron Avenue,NULL,Miami Beach,33141,FL ,   ,,,,
1065,16101 W Dixie Highway,NULL,North Miami Beach,33160,FL ,   ,,,,
1066,10700 SW 211th Street,NULL,Cutler Bay,33189,FL ,   ,,,,
1071,2727 Mahan Drive,Mail Stop #46,Tallahassee,32308,FL ,   ,,,,
1072,8355 NW 53rd Street,Suite 300,Miami,33166,FL ,   ,,,,
1073,8355 NW 53rd Street,Suite 300,Miami,33166,FL ,   ,,,,
1074,8333 NW 53rd Street,Suite 300,Miami,33166,FL ,   ,,,,
1075,2727 Mahan Drive,NULL,Tallahassee,32308,FL ,   ,,,,
1076,8333 NW 53rd Street,Suite 300,Miami,33166,FL ,   ,,,,
1077,8355 NW 53rd Street,Suite 300,Miami,33166,FL ,   ,,,,
1078,699 Prince Street,NULL,Alexandria,22314,VA ,   ,,,,
1080,5659 W Flagler Street,NULL,Miami,33134,FL ,   ,,,,
1083,651 E 25th Street,NULL,Hialeah,33013,FL ,   ,,,,
1087,15100 NW 27th Avenue,NULL,Opa Locka,33054,FL ,   ,,,,
1088,9016 SW 152nd Street,NULL,Miami,33157,FL ,   ,,,,
1095,2121 NW 21st Street,NULL,Miami,33142,FL ,   ,,,,
1096,2121 NW 21st Street,NULL,Miami,33142,FL ,   ,,,,
1097,2121 NW 21st Street,NULL,Miami,33142-7382,FL ,   ,,,,
1098,2121 NW 21st Street,NULL,Miami,33142,FL ,   ,,,,
1099,2121 NW 21st Street,NULL,Miami,33142-7382,FL ,   ,,,,
1100,2121 NW 21st Street,NULL,Miami,33142,FL ,   ,,,,
1101,2121 NW 21st Street,NULL,Miami,33142-7382,FL ,   ,,,,
1102,2121 NW 21st Street,NULL,Miami,33142-7382,FL ,   ,,,,
1103,13861 South Dixie Highway,2nd Floor,Miami,33176,FL ,   ,,,,
1104,2121 NW 21st Street,NULL,Miami,33142-7382,FL ,   ,,,,
1272,1011 Sunnybrook Road,Suite 904,Miami,33136,FL ,   ,,,,
1273,1501 NW North River Drive,NULL,Miami,33125,FL ,   ,,,,
1274,2501 SW 32nd Terrace,NULL,Pembroke Park,33023,FL ,   ,,,,
1276,1140 W 50th Street,Suite 407,Hialeah,33012,FL ,   ,,,,
1278,3926 NW 167th Street,NULL,Miami Gardens,33054,FL ,   ,,,,
1280,8372 SW 8th Street,NULL,Miami,33144,FL ,   ,,,,
1289,1515 NW 79th Avenue,NULL,Miami,33126,FL ,   ,,,,
1290,1515 NW 79th Avenue,NULL,Miami,33126,FL ,   ,,,,
1291,1515 NW 79th Avenue,NULL,Miami,33126,FL ,   ,,,,
1292,1515 NW 79th Avenue,NULL,Miami,33126,FL ,   ,,,,
1295,405 University Drive,NULL,Coral Gables,33134,FL ,   ,,,,
1296,405 University Drive,NULL,Miami,33134,FL ,   ,,,,
1297,701 Brickell Avenue,Suite 2700,Miami,33131,FL ,   ,,,,
1298,701 Brickell Avenue,Suite 2700,Miami,33131,FL ,   ,,,,
1299,690 Taylor road,Suite 150,Columbus,43230,OH ,   ,,,,
1301,404 NW 26th Street,NULL,Miami,33127,FL ,   ,,,,
1306,28606 Phillips Street,NULL,Elkhart,46515,IN ,   ,,,,
1308,1924 NW 84th Avenue,NULL,Doral,33126,FL ,   ,,,,
1309,1924 NW 84th Avenue,NULL,Doral,33126,FL ,   ,,,,
1310,10300 SW 216th Street,NULL,Miami,33190,FL ,   ,,,,
1311,10300 SW 216th Street,NULL,Miami,33190,FL ,   ,,,,
1312,10300 SW 216th Street,NULL,Miami,33190,FL ,   ,,,,
1313,10300 SW 216th Street,NULL,Miami,33190,FL ,   ,,,,
1316,13805 SW 264th Street,NULL,Homestead,33032,FL ,   ,,,,
1317,18255 Homestead Avenue,NULL,Miami,33157,FL ,   ,,,,
1318,19300 SW 376th Street,NULL,Florida City,33034,FL ,   ,,,,
1319,10300 SW 216th Street,NULL,Miami,33190,FL ,   ,,,,
1322,810 W Mowry Drive,NULL,Homestead,33030,FL ,   ,,,,
1323,13600 SW 312th Street,NULL,Homestead,33033,FL ,   ,,,,
1326,21 North Eltings Corners Road,NULL,Highland,12528,NY ,   ,,,,
1333,35801 SW 186th Avenue,NULL,Florida City,33034,FL ,   ,,,,
1334,35801 SW 186th Avenue,NULL,Homestead,33034,FL ,   ,,,,
1335,35801 SW 186th Avenue,NULL,Florida City,33034,FL ,   ,,,,
1336,50 SW 6th Avenue,NULL,Homestead,33034,FL ,   ,,,,
1337,35801 SW 186th Avenue,NULL,Florida City,33034,FL ,   ,,,,
1338,35801 SW 186th Avenue,NULL,Florida City,33034,FL ,   ,,,,
1339,1825 NW 167th Street,Suite 102,Miami Gardens,33056,FL ,   ,,,,
1342,1825 NW 167th Street,Suite 102,Miami Gardens,33056,FL ,   ,,,,
1343,1825 NW 167th Street,Suite 102,Miami Gardens,33056,FL ,   ,,,,
1344,1825 NW 167th Street,Suite 102,Opa Locka,33056,FL ,   ,,,,
1348,1400 NW 12th Avenue,NULL,Miami,33136,FL ,   ,,,,
1349,1400 NW 12th Avenue,NULL,Miami,33136,FL ,   ,,,,
1351,1400 NW 12th Avenue,NULL,Miami,33136,FL ,   ,,,,
1352,1400 NW 12th Avenue,NULL,Miami,33136,FL ,   ,,,,
1353,1099 NW 14th Street,Unit A,Miami,33136,FL ,   ,,,,
1355,1400 NW 12th Avenue,NULL,Miami,33136,FL ,   ,,,,
1356,900 NW 17th Street,5th Floor,Miami,33136,FL ,   ,,,,
1357,1400 NW 12th Avenue,NULL,Miami,33136,FL ,   ,,,,
1358,14875 NW 77th Avenue,Suite 100,Miami Lakes,33014,FL ,   ,,,,
1359,14875 NW 77th Avenue,Suite 100,Hialeah,33014,FL ,   ,,,,
1360,14875 NW 77th Avenue,Suite 100,Hialeah,33014,FL ,   ,,,,
1361,14875 NW 77th Avenue,Suite 100,Hialeah,33014,FL ,   ,,,,
1362,17001 SW 264th Street,NULL,Homestead,33031,FL ,   ,,,,
1365,1603 NW 7th Avenue,NULL,Miami,33136,FL ,   ,,,,
1367,1603 NW 7th Avenue,NULL,Miami,33136,FL ,   ,,,,
1368,4700 NW 32nd Avenue,NULL,Miami,33142,FL ,   ,,,,
1372,12320 SW 283rd Street,NULL,Homestead,33033,FL ,   ,,,,
1373,1603 NW 7th Avenue,NULL,Miami,33136,FL ,   ,,,,
1375,1603 NW 7th Avenue,NULL,Miami,33136,FL ,   ,,,,
1376,20601 Old Cutler Road,NULL,Miami,33189,FL ,   ,,,,
1378,325 W Gaines Street,"Turlington Building, Suite 1114",Tallahassee,32399-0400,FL ,   ,,,,
1379,401 NW 2nd Avenue,Room S-712,Miami,33128,FL ,   ,,,,
1380,550 NW 42nd Avenue,NULL,Miami,33126,FL ,   ,,,,
1381,550 NW 42nd Avenue,NULL,Miami,33126,FL ,   ,,,,
1384,550 NW 42nd Avenue,NULL,Miami,33126,FL ,   ,,,,
1385,550 NW 42nd Avenue,NULL,Miami,33126,FL ,   ,,,,
1556,300 Rosewood Drive,Suite 105,Danvers,01923,MA ,   ,,,,
1557,8301 Professional Place East,Suite 200,Hyattsville,20785,MD ,   ,,,,
1558,11921 Rockville Pike,Suite 300,Rockville,20852,MD ,   ,,,,
1559,14100 Crawford Street,NULL,Boys Town,68010,NE ,   ,,,,
1561,1504 E Franklin Street,Suite 102,Chapel Hill,27514,NC ,   ,,,,
1562,4550 Montgomery Avenue,Suite 1100 N,Bethesda,20814,MD ,   ,,,,
1563,25 Taylor Street,NULL,San Francisco,94102,CA ,   ,,,,
1571,1801 NW 9th Avenue,Suite 100,Miami,33136,FL ,   ,,,,
1588,7990 SW 117th Avenue,Suite 200,Miami,33183,FL ,   ,,,,
1590,7990 SW 117th Avenue,Suite 200,Miami,33183,FL ,   ,,,,
1591,7990 SW 117th Avenue,Suite 200,Miami,33183,FL ,   ,,,,
1592,7990 SW 117th Avenue,Suite 200,Miami,33183,FL ,   ,,,,
1593,18900 NE 25th Avenue,NULL,North Miami Beach,33180,FL ,   ,,,,
1594,18900 NE 25th Avenue,NULL,North Miami Beach,33180,FL ,   ,,,,
1595,18900 NE 25th Avenue,NULL,North Miami Beach,33180,FL ,   ,,,,
1596,18900 NE 25th Avenue,NULL,North Miami Beach,33180,FL ,   ,,,,
1599,724 NW 17th Street,NULL,Miami,33136,FL ,   ,,,,
1600,724 NW 17th Street,NULL,Miami,33136,FL ,   ,,,,
1603,10601 NW 105th Way,NULL,Miami,33178,FL ,   ,,,,
1605,4343 W Flagler Street,Suite 100,Miami,33134,FL ,   ,,,,
1606,4343 W Flagler Street,Suite 100,Miami,33134,FL ,   ,,,,
1607,1040 Woodcock Road,Suite 119,Orlando,32803,FL ,   ,,,,
1608,1040 Woodcock Road,Suite 119,Orlando,32803,FL ,   ,,,,
1609,735 NE 125th Street,NULL,North Miami,33161,FL ,   ,,,,
1613,735 NE 125th Street,NULL,North Miami,33161,FL ,   ,,,,
1650,8323 NW 12th Street,Suite 212,Miami,33126,FL ,   ,,,,
1652,18255 Homestead Ave,NULL,Miami,33157,FL ,   ,,,,
1654,8323 NW 12th Street,Suite 212,Miami,33126,FL ,   ,,,,
1656,18680 NW 67th Avenue,NULL,Hialeah,33015,FL ,   ,,,,
1657,1350 NW 14th Street,Room 101,Miami,33125,FL ,   ,,,,
1658,2515 West Flagler Street,Suite 102-A,Miami,33135,FL ,   ,,,,
1659,18255 Homestead Avenue,Suite 113,Perrine,33157,FL ,   ,,,,
1660,1725 NW 167th Street,NULL,Miami Gardens,33056,FL ,   ,,,,
1666,18255 Homestead Avenue,NULL,Perrine,33157,FL ,   ,,,,
1668,16855 NE 2nd Avenue,Suite 205,Miami,33162,FL ,   ,,,,
1669,Las Villas Plaza - 4737 NW 183rd Street,NULL,Opa Locka,33055,FL ,   ,,,,
1670,10300 SW 216th Street,NULL,Miami,33190,FL ,   ,,,,
1673,"551 W 51st Place, 4th Floor",NULL,Hialeah,33012,FL ,   ,,,,
